lab_id,international_id,sex,bio_sample,population,region,continent,species,avg_coverage,owner
194782,UMCUSAU000000194782,M,SAMN09379754,hereford,british isles,europe,bos taurus,7.308275862068966,University of Alberta
194783,UMCUSAU000000194783,M,SAMN09379755,hereford,british isles,europe,bos taurus,9.52,University of Alberta
194784,UMCUSAU000000194784,M,SAMN09379757,limousin,france,europe,bos taurus,9.67,University of Alberta
194785,UMCUSAU000000194785,M,SAMN09379758,angus,british isles,europe,bos taurus,9.631724137931034,University of Alberta
194786,UMCUSAU000000194786,M,SAMN09379760,charolais,france,europe,bos taurus,12.525172413793104,University of Alberta
194787,UMCUSAU000000194787,M,SAMN09379761,charolais,france,europe,bos taurus,13.870344827586207,University of Alberta
194788,UMCUSAU000000194788,M,SAMN09379763,hereford,british isles,europe,bos taurus,12.992758620689655,University of Alberta
194789,UMCUSAU000000194789,M,SAMN09379764,charolais,france,europe,bos taurus,12.112758620689656,University of Alberta
194790,UMCUSAU000000194790,M,SAMN09379766,limousin,france,europe,bos taurus,10.286551724137931,University of Alberta
194791,UMCUSAU000000194791,M,SAMN09379767,simmental,continental europe,europe,bos taurus,9.322413793103449,University of Alberta
194792,UMCUSAU000000194792,M,SAMN09379768,simmental,continental europe,europe,bos taurus,9.877241379310345,University of Alberta
194793,UMCUSAU000000194793,M,SAMN09379769,belgian blue,continental europe,europe,bos taurus,11.473103448275863,University of Alberta
194794,UMCUSAU000000194794,M,SAMN09379770,limousin,france,europe,bos taurus,8.07655172413793,University of Alberta
194795,UMCUSAU000000194795,M,SAMN09379771,charolais,france,europe,bos taurus,10.82,University of Alberta
194796,UMCUSAU000000194796,M,SAMN09379773,limousin,france,europe,bos taurus,8.426551724137932,University of Alberta
194797,UMCUSAU000000194797,M,SAMN09379774,limousin,france,europe,bos taurus,11.010689655172413,University of Alberta
194798,UMCUSAU000000194798,M,SAMN09379775,angus,british isles,europe,bos taurus,9.415862068965517,University of Alberta
194799,UMCUSAU000000194799,M,SAMN09379776,limousin,france,europe,bos taurus,9.40793103448276,University of Alberta
194800,UMCUSAU000000194800,M,SAMN09379777,simmental,continental europe,europe,bos taurus,8.567586206896552,University of Alberta
194801,UMCUSAU000000194801,M,SAMN09379778,simmental,continental europe,europe,bos taurus,6.226551724137931,University of Alberta
194802,UMCUSAU000000194802,M,SAMN09379779,charolais,france,europe,bos taurus,8.263103448275862,University of Alberta
194803,UMCUSAU000000194803,M,SAMN09379780,angus,british isles,europe,bos taurus,8.398620689655171,University of Alberta
194804,UMCUSAU000000194804,M,SAMN09379781,charolais,france,europe,bos taurus,9.301724137931034,University of Alberta
194805,UMCUSAU000000194805,M,SAMN09379782,simmental,continental europe,europe,bos taurus,8.82,University of Alberta
194806,UMCUSAU000000194806,M,SAMN09379783,charolais,france,europe,bos taurus,6.685862068965517,University of Alberta
194807,UMCUSAU000000194807,M,SAMN09379784,limousin,france,europe,bos taurus,12.702758620689655,University of Alberta
194808,UMCUSAU000000194808,M,SAMN09379785,simmental,continental europe,europe,bos taurus,13.873103448275861,University of Alberta
194809,UMCUSAU000000194809,M,SAMN09379786,simmental,continental europe,europe,bos taurus,7.6675862068965515,University of Alberta
194810,UMCUSAU000000194810,M,SAMN09379787,angus,british isles,europe,bos taurus,13.861379310344828,University of Alberta
194811,UMCUSAU000000194811,M,SAMN09379788,angus,british isles,europe,bos taurus,9.628620689655172,University of Alberta
194812,UMCUSAU000000194812,M,SAMN09379789,angus,british isles,europe,bos taurus,10.602758620689656,University of Alberta
194813,UMCUSAU000000194813,M,SAMN09379790,hereford,british isles,europe,bos taurus,11.632758620689655,University of Alberta
194814,UMCUSAU000000194814,M,SAMN09379791,limousin,france,europe,bos taurus,13.076206896551724,University of Alberta
194815,UMCUSAU000000194815,M,SAMN09379792,limousin,france,europe,bos taurus,9.693793103448275,University of Alberta
194816,UMCUSAU000000194816,M,SAMN09379793,limousin,france,europe,bos taurus,8.98448275862069,University of Alberta
194817,UMCUSAU000000194817,M,SAMN09379794,charolais,france,europe,bos taurus,10.594827586206897,University of Alberta
194818,UMCUSAU000000194818,M,SAMN09379796,belgian blue,continental europe,europe,bos taurus,10.259310344827586,University of Alberta
194819,UMCUSAU000000194819,M,SAMN09379797,limousin,france,europe,bos taurus,9.714827586206896,University of Alberta
194820,UMCUSAU000000194820,M,SAMN09379798,charolais,france,europe,bos taurus,9.572758620689655,University of Alberta
194821,UMCUSAU000000194821,M,SAMN09379799,charolais,france,europe,bos taurus,9.540344827586207,University of Alberta
194822,UMCUSAU000000194822,M,SAMN09379800,angus,british isles,europe,bos taurus,10.702758620689655,University of Alberta
194823,UMCUSAU000000194823,M,SAMN09379801,charolais,france,europe,bos taurus,14.28896551724138,University of Alberta
194824,UMCUSAU000000194824,M,SAMN09379802,charolais,france,europe,bos taurus,10.211724137931034,University of Alberta
194825,UMCUSAU000000194825,M,SAMN09379803,charolais,france,europe,bos taurus,12.701379310344828,University of Alberta
194826,UMCUSAU000000194826,M,SAMN09379804,angus,british isles,europe,bos taurus,10.793448275862069,University of Alberta
194827,UMCUSAU000000194827,M,SAMN09379805,charolais,france,europe,bos taurus,8.143103448275863,University of Alberta
194828,UMCUSAU000000194828,M,SAMN09379806,limousin,france,europe,bos taurus,8.18206896551724,University of Alberta
194829,UMCUSAU000000194829,M,SAMN09379807,simmental,continental europe,europe,bos taurus,9.400689655172414,University of Alberta
194830,UMCUSAU000000194830,M,SAMN09379810,hereford,british isles,europe,bos taurus,11.084827586206897,University of Alberta
194831,UMCUSAU000000194831,M,SAMN09379811,charolais,france,europe,bos taurus,7.646896551724138,University of Alberta
194832,UMCUSAU000000194832,M,SAMN09379813,belgian blue,continental europe,europe,bos taurus,9.033103448275861,University of Alberta
194833,UMCUSAU000000194833,M,SAMN09379815,limousin,france,europe,bos taurus,6.732758620689655,University of Alberta
194834,UMCUSAU000000194834,M,SAMN09379816,belgian blue,continental europe,europe,bos taurus,14.526896551724137,University of Alberta
194835,UMCUSAU000000194835,M,SAMN09379818,limousin,france,europe,bos taurus,7.529310344827587,University of Alberta
194836,UMCUSAU000000194836,M,SAMN09379819,limousin,france,europe,bos taurus,7.49896551724138,University of Alberta
194837,UMCUSAU000000194837,M,SAMN09379820,limousin,france,europe,bos taurus,13.588620689655173,University of Alberta
194838,UMCUSAU000000194838,M,SAMN09379821,charolais,france,europe,bos taurus,17.29551724137931,University of Alberta
194839,UMCUSAU000000194839,M,SAMN09379822,simmental,continental europe,europe,bos taurus,15.292758620689655,University of Alberta
194840,UMCUSAU000000194840,M,SAMN09379823,simmental,continental europe,europe,bos taurus,9.697241379310345,University of Alberta
194841,UMCUSAU000000194841,M,SAMN09379824,simmental,continental europe,europe,bos taurus,11.997586206896552,University of Alberta
194842,UMCUSAU000000194842,M,SAMN09379825,simmental,continental europe,europe,bos taurus,9.822413793103449,University of Alberta
194843,UMCUSAU000000194843,M,SAMN09379826,charolais,france,europe,bos taurus,9.502413793103448,University of Alberta
194844,UMCUSAU000000194844,M,SAMN09379827,simmental,continental europe,europe,bos taurus,10.831379310344827,University of Alberta
194845,UMCUSAU000000194845,M,SAMN09379828,simmental,continental europe,europe,bos taurus,7.632413793103448,University of Alberta
194846,UMCUSAU000000194846,M,SAMN09379829,belgian blue,continental europe,europe,bos taurus,7.208275862068966,University of Alberta
194847,UMCUSAU000000194847,M,SAMN09379831,simmental,continental europe,europe,bos taurus,9.097586206896551,University of Alberta
194848,UMCUSAU000000194848,F,SAMN09510408,holstein,continental europe,europe,bos taurus,35.65,Teagasc
194849,UMCUSAU000000194849,M,SAMN09510409,holstein,continental europe,europe,bos taurus,31.537931034482757,Teagasc
194850,UMCUSAU000000194850,F,SAMN09510410,holstein,continental europe,europe,bos taurus,36.44275862068965,Teagasc
194851,UMCUSAU000000194851,M,SAMN09510411,holstein,continental europe,europe,bos taurus,37.65137931034483,Teagasc
194852,UMCUSAU000000194852,F,SAMN09510423,norwegian red,scandinavia,europe,bos taurus,34.57655172413793,Teagasc
194853,SIMCHEM711620016730,M,SAMN02671625,holstein,continental europe,europe,bos taurus,4.684827586206897,Department of Environment and Primary Industries
194854,SIMDEUF000938065319,M,SAMN02671626,holstein,continental europe,europe,bos taurus,21.080344827586206,Department of Environment and Primary Industries
194855,SIMDEUM000804179455,M,SAMN02671627,holstein,continental europe,europe,bos taurus,6.093103448275862,Department of Environment and Primary Industries
194856,SIMDEUM000809706945,M,SAMN02671628,holstein,continental europe,europe,bos taurus,4.579655172413793,Department of Environment and Primary Industries
194857,SIMDEUM000910794565,M,SAMN02671629,holstein,continental europe,europe,bos taurus,7.85551724137931,Department of Environment and Primary Industries
194858,SIMDEUM000910865689,M,SAMN02671630,holstein,continental europe,europe,bos taurus,4.540689655172414,Department of Environment and Primary Industries
194859,SIMDEUM000910915308,M,SAMN02671631,holstein,continental europe,europe,bos taurus,4.378620689655173,Department of Environment and Primary Industries
194860,SIMDEUM000910950070,M,SAMN02671632,holstein,continental europe,europe,bos taurus,7.2700000000000005,Department of Environment and Primary Industries
194861,SIMDEUM000911474933,M,SAMN02671633,holstein,continental europe,europe,bos taurus,3.306551724137931,Department of Environment and Primary Industries
194862,SIMDEUM000911825633,M,SAMN02671634,holstein,continental europe,europe,bos taurus,7.18,Department of Environment and Primary Industries
194863,SIMDEUM000912851233,M,SAMN02671635,holstein,continental europe,europe,bos taurus,6.260689655172413,Department of Environment and Primary Industries
194864,SIMDEUM000912851741,M,SAMN02671636,holstein,continental europe,europe,bos taurus,6.184137931034483,Department of Environment and Primary Industries
194865,SIMDEUM000912971290,M,SAMN02671637,holstein,continental europe,europe,bos taurus,3.519655172413793,Department of Environment and Primary Industries
194866,SIMDEUM000913008210,M,SAMN02671638,holstein,continental europe,europe,bos taurus,3.693448275862069,Department of Environment and Primary Industries
194867,SIMDEUM000913325437,M,SAMN02671639,holstein,continental europe,europe,bos taurus,6.715862068965517,Department of Environment and Primary Industries
194868,SIMDEUM000913892370,M,SAMN02671640,holstein,continental europe,europe,bos taurus,8.282068965517242,Department of Environment and Primary Industries
194869,SIMDEUM000915040032,M,SAMN02671641,holstein,continental europe,europe,bos taurus,6.5744827586206895,Department of Environment and Primary Industries
194870,SIMDEUM000915581022,M,SAMN02671642,holstein,continental europe,europe,bos taurus,5.367586206896552,Department of Environment and Primary Industries
194871,SIMDEUM000915732780,M,SAMN02671643,holstein,continental europe,europe,bos taurus,5.209310344827586,Department of Environment and Primary Industries
194872,SIMDEUM000918174246,M,SAMN02671644,holstein,continental europe,europe,bos taurus,4.290344827586207,Department of Environment and Primary Industries
194873,SIMDEUM000918912889,M,SAMN02671645,holstein,continental europe,europe,bos taurus,4.868275862068965,Department of Environment and Primary Industries
194874,SIMDEUM000919253926,M,SAMN02671646,holstein,continental europe,europe,bos taurus,6.080344827586207,Department of Environment and Primary Industries
194875,SIMDEUM000919587582,M,SAMN02671647,holstein,continental europe,europe,bos taurus,4.278965517241379,Department of Environment and Primary Industries
194876,SIMDEUM000919598352,M,SAMN02671648,holstein,continental europe,europe,bos taurus,6.123103448275862,Department of Environment and Primary Industries
194877,SIMDEUM000920747734,M,SAMN02671649,holstein,continental europe,europe,bos taurus,5.620344827586207,Department of Environment and Primary Industries
194878,SIMDEUM000925265555,M,SAMN02671650,holstein,continental europe,europe,bos taurus,4.926896551724138,Department of Environment and Primary Industries
194879,SIMDEUM000926189400,M,SAMN02671651,holstein,continental europe,europe,bos taurus,4.244137931034483,Department of Environment and Primary Industries
194880,SIMDEUM000926428551,M,SAMN02671652,holstein,continental europe,europe,bos taurus,7.088275862068966,Department of Environment and Primary Industries
194881,SIMDEUM000928504510,M,SAMN02671653,holstein,continental europe,europe,bos taurus,7.33,Department of Environment and Primary Industries
194882,SIMDEUM000929189864,M,SAMN02671654,holstein,continental europe,europe,bos taurus,7.744137931034483,Department of Environment and Primary Industries
194883,SIMDEUM000929276244,M,SAMN02671655,holstein,continental europe,europe,bos taurus,7.0634482758620685,Department of Environment and Primary Industries
194884,SIMDEUM000931098195,M,SAMN02671656,holstein,continental europe,europe,bos taurus,4.889655172413793,Department of Environment and Primary Industries
194885,SIMDEUM000932739095,M,SAMN02671657,holstein,continental europe,europe,bos taurus,5.699310344827586,Department of Environment and Primary Industries
194886,SIMDEUM000933038755,M,SAMN02671658,holstein,continental europe,europe,bos taurus,4.488620689655172,Department of Environment and Primary Industries
194887,SIMDEUM000933663105,M,SAMN02671659,holstein,continental europe,europe,bos taurus,4.528620689655172,Department of Environment and Primary Industries
194888,SIMDEUM000934586859,M,SAMN02671660,holstein,continental europe,europe,bos taurus,3.207586206896552,Department of Environment and Primary Industries
194889,SIMDEUM000935684041,M,SAMN02671661,holstein,continental europe,europe,bos taurus,5.418275862068965,Department of Environment and Primary Industries
194890,SIMDEUM000938263111,M,SAMN02671662,holstein,continental europe,europe,bos taurus,6.10551724137931,Department of Environment and Primary Industries
194891,SIMDEUM000940823906,M,SAMN02671663,holstein,continental europe,europe,bos taurus,4.810689655172414,Department of Environment and Primary Industries
194892,SIMDEUM000941364903,M,SAMN02671664,holstein,continental europe,europe,bos taurus,8.046206896551723,Department of Environment and Primary Industries
194893,SIMDEUM000943707915,M,SAMN02671665,holstein,continental europe,europe,bos taurus,6.274137931034483,Department of Environment and Primary Industries
194894,SIMDEUM000979317838,M,SAMN02671666,holstein,continental europe,europe,bos taurus,5.997931034482758,Department of Environment and Primary Industries
194895,SIMDEUM007600026785,M,SAMN02671667,holstein,continental europe,europe,bos taurus,7.92103448275862,Department of Environment and Primary Industries
196763,UMCUSAM000000196763,M,SAMEA4780233,holstein,continental europe,europe,bos taurus,37.67413793103448,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196764,UMCUSAM000000196764,M,SAMEA4780234,holstein,continental europe,europe,bos taurus,33.05310344827586,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196765,UMCUSAM000000196765,M,SAMEA4780235,holstein,continental europe,europe,bos taurus,30.88103448275862,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196766,UMCUSAM000000196766,M,SAMEA4780236,holstein,continental europe,europe,bos taurus,28.935517241379312,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196767,UMCUSAM000000196767,M,SAMEA4780237,holstein,continental europe,europe,bos taurus,34.88,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196768,UMCUSAM000000196768,M,SAMEA4780238,holstein,continental europe,europe,bos taurus,31.92655172413793,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196769,UMCUSAM000000196769,M,SAMEA4780239,holstein,continental europe,europe,bos taurus,31.021379310344827,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196770,UMCUSAM000000196770,M,SAMEA4780240,holstein,continental europe,europe,bos taurus,45.64551724137931,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196771,UMCUSAM000000196771,M,SAMEA4780241,holstein,continental europe,europe,bos taurus,34.94137931034483,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196772,UMCUSAM000000196772,M,SAMEA4780242,holstein,continental europe,europe,bos taurus,31.27758620689655,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196774,UMCUSAM000000196774,M,SAMEA4780244,holstein,continental europe,europe,bos taurus,33.105862068965514,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196775,UMCUSAM000000196775,M,SAMEA4780245,holstein,continental europe,europe,bos taurus,29.38551724137931,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196776,UMCUSAM000000196776,M,SAMEA4780246,holstein,continental europe,europe,bos taurus,36.34655172413793,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196777,UMCUSAM000000196777,M,SAMEA4780247,holstein,continental europe,europe,bos taurus,31.902758620689657,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196778,UMCUSAM000000196778,M,SAMEA4780248,holstein,continental europe,europe,bos taurus,33.46206896551724,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196779,UMCUSAM000000196779,M,SAMEA4780249,holstein,continental europe,europe,bos taurus,33.933793103448274,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196780,UMCUSAM000000196780,M,SAMEA4780250,holstein,continental europe,europe,bos taurus,33.63103448275862,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196781,UMCUSAM000000196781,M,SAMEA4780251,holstein,continental europe,europe,bos taurus,31.603448275862068,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196783,UMCUSAM000000196783,M,SAMEA4780253,holstein,continental europe,europe,bos taurus,32.74758620689655,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196784,UMCUSAM000000196784,M,SAMEA4780254,holstein,continental europe,europe,bos taurus,33.52103448275862,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196785,UMCUSAM000000196785,M,SAMEA4780255,holstein,continental europe,europe,bos taurus,34.87931034482759,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196786,UMCUSAM000000196786,M,SAMEA4780256,holstein,continental europe,europe,bos taurus,32.43,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196787,UMCUSAM000000196787,M,SAMEA4780257,holstein,continental europe,europe,bos taurus,37.57,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196788,UMCUSAM000000196788,M,SAMEA4780258,holstein,continental europe,europe,bos taurus,34.21896551724138,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196789,UMCUSAM000000196789,M,SAMEA4780259,holstein,continental europe,europe,bos taurus,33.98,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196790,UMCUSAM000000196790,M,SAMEA4780260,holstein,continental europe,europe,bos taurus,41.531379310344825,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196791,UMCUSAM000000196791,M,SAMEA4780261,holstein,continental europe,europe,bos taurus,34.816206896551726,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196792,UMCUSAM000000196792,M,SAMEA4780262,holstein,continental europe,europe,bos taurus,35.954827586206896,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196793,UMCUSAM000000196793,M,SAMEA4780263,holstein,continental europe,europe,bos taurus,34.859655172413795,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196794,UMCUSAM000000196794,M,SAMEA4780264,holstein,continental europe,europe,bos taurus,37.19758620689655,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196795,UMCUSAM000000196795,M,SAMEA4780265,holstein,continental europe,europe,bos taurus,36.15172413793103,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196796,UMCUSAM000000196796,M,SAMEA4780266,holstein,continental europe,europe,bos taurus,35.56862068965517,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196797,UMCUSAM000000196797,M,SAMEA4780267,holstein,continental europe,europe,bos taurus,36.21896551724138,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196798,UMCUSAM000000196798,M,SAMEA4780268,holstein,continental europe,europe,bos taurus,36.789310344827584,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196799,UMCUSAM000000196799,M,SAMEA4780269,holstein,continental europe,europe,bos taurus,35.60448275862069,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196800,UMCUSAM000000196800,M,SAMEA4780270,holstein,continental europe,europe,bos taurus,32.327241379310344,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196801,UMCUSAM000000196801,M,SAMEA4780271,holstein,continental europe,europe,bos taurus,36.82,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196802,UMCUSAM000000196802,M,SAMEA4780272,holstein,continental europe,europe,bos taurus,33.76758620689655,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196803,UMCUSAM000000196803,M,SAMEA4780273,holstein,continental europe,europe,bos taurus,33.154137931034484,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196804,UMCUSAM000000196804,M,SAMEA4780274,holstein,continental europe,europe,bos taurus,34.47793103448276,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196805,UMCUSAM000000196805,M,SAMEA4780275,holstein,continental europe,europe,bos taurus,33.56896551724138,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196806,UMCUSAM000000196806,M,SAMEA4780276,holstein,continental europe,europe,bos taurus,36.78551724137931,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196807,UMCUSAM000000196807,M,SAMEA4780277,holstein,continental europe,europe,bos taurus,35.25586206896552,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196808,UMCUSAM000000196808,M,SAMEA4780278,holstein,continental europe,europe,bos taurus,41.98827586206897,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196810,UMCUSAM000000196810,M,SAMEA4780280,holstein,continental europe,europe,bos taurus,35.648620689655175,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196811,UMCUSAM000000196811,M,SAMEA4780281,holstein,continental europe,europe,bos taurus,38.98965517241379,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196812,UMCUSAM000000196812,M,SAMEA4780282,holstein,continental europe,europe,bos taurus,35.03896551724138,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196813,UMCUSAM000000196813,M,SAMEA4780283,holstein,continental europe,europe,bos taurus,37.93586206896552,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196814,UMCUSAM000000196814,M,SAMEA4780284,holstein,continental europe,europe,bos taurus,37.44689655172414,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196815,UMCUSAM000000196815,M,SAMEA4780285,holstein,continental europe,europe,bos taurus,36.17310344827586,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196816,UMCUSAM000000196816,M,SAMEA4780286,holstein,continental europe,europe,bos taurus,34.71655172413793,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196817,UMCUSAM000000196817,M,SAMEA4780287,holstein,continental europe,europe,bos taurus,39.249310344827585,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196818,UMCUSAM000000196818,M,SAMEA4780288,holstein,continental europe,europe,bos taurus,54.906551724137934,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196819,UMCUSAM000000196819,M,SAMEA4780289,holstein,continental europe,europe,bos taurus,34.49551724137931,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196820,UMCUSAM000000196820,M,SAMEA4780290,holstein,continental europe,europe,bos taurus,34.76275862068965,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196821,UMCUSAM000000196821,M,SAMEA4780291,holstein,continental europe,europe,bos taurus,36.532758620689656,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196822,UMCUSAM000000196822,M,SAMEA4780292,holstein,continental europe,europe,bos taurus,34.76689655172414,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196823,UMCUSAM000000196823,M,SAMEA4780293,holstein,continental europe,europe,bos taurus,38.044137931034484,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196824,UMCUSAM000000196824,M,SAMEA4780294,holstein,continental europe,europe,bos taurus,35.94310344827586,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196825,UMCUSAM000000196825,M,SAMEA4780295,holstein,continental europe,europe,bos taurus,36.77896551724138,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196826,UMCUSAM000000196826,M,SAMEA4780296,holstein,continental europe,europe,bos taurus,35.41,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196827,UMCUSAM000000196827,M,SAMEA4780297,holstein,continental europe,europe,bos taurus,36.574827586206894,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196828,UMCUSAM000000196828,M,SAMEA4780298,holstein,continental europe,europe,bos taurus,35.41758620689655,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196829,UMCUSAM000000196829,M,SAMEA4780299,holstein,continental europe,europe,bos taurus,35.202413793103446,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196830,UMCUSAM000000196830,M,SAMEA4780300,holstein,continental europe,europe,bos taurus,35.87413793103448,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196831,UMCUSAM000000196831,M,SAMEA4780301,holstein,continental europe,europe,bos taurus,36.16103448275862,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196832,UMCUSAM000000196832,M,SAMEA4780302,holstein,continental europe,europe,bos taurus,33.36482758620689,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196833,UMCUSAM000000196833,M,SAMEA4780303,holstein,continental europe,europe,bos taurus,28.811724137931034,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196834,UMCUSAM000000196834,M,SAMEA4780304,holstein,continental europe,europe,bos taurus,40.52275862068966,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196835,UMCUSAM000000196835,M,SAMEA4780305,holstein,continental europe,europe,bos taurus,32.20896551724138,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196836,UMCUSAM000000196836,M,SAMEA4780306,holstein,continental europe,europe,bos taurus,28.962758620689655,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
196837,UMCUSAM000000196837,M,SAMEA4780307,holstein,continental europe,europe,bos taurus,34.8451724137931,THE ROSLIN INSTITUTE AND ROYAL (DICK) SCHOOL OF VETERINARY STUDIES
